Carbon concentration (weight%),Silicon concentration (weight%),Manganese concentration (weight%),Sulphur concentration (weight%),Phosphorus concentration (weight%),Nickel concentration (weight%),Chromium concentration (weight%),Molybdenum concentration (weight%),Vanadium concentration (weight%),Copper concentration (weight%),Cobalt concentration (weight%),Tungsten concentration (weight%),Oxygen concentration (ppm),Titanium concentration (ppm),Nitrogen concentration (ppm),Aluminium concentration (ppm),Boron concentration (ppm),Niobium concentration (ppm),Tin concentration (ppm),Arsenic concentration (ppm),Antimony concentration (ppm),Current (A),Voltage (V),AC or DC,Electrode positive or negative,Heat input (kJmm-1),Interpass temperature (°C),Type of weld,Post weld heat treatment temperature (°C),Post weld heat treatment time (hours),Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (°C),Charpy impact toughness (J),Hardness (kgmm-2),50 % FATT,Primary ferrite in microstructure (%),Ferrite with second phase (%),Acicular ferrite (%),Martensite (%),Ferrite with carbide aggregate (%),Power (W)
0.03,0.45,0.78,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,140.0,95.0,90.0,0.0,0.0,60.0,10.0,20.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-40.0,12.0,,,,,,,,4140.0
0.03,0.45,0.78,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,140.0,95.0,90.0,0.0,0.0,60.0,10.0,20.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-20.0,48.0,,,,,,,,4140.0
0.03,0.45,0.78,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,140.0,95.0,90.0,0.0,0.0,60.0,10.0,20.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,0.0,136.0,,,,,,,,4140.0
0.03,0.45,0.78,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,140.0,95.0,90.0,0.0,0.0,60.0,10.0,20.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,20.0,212.0,,,,,,,,4140.0
0.032,0.45,1.27,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,130.0,94.0,90.0,0.0,0.0,60.0,10.0,30.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,440.0,,,,,,,,,,,,,4140.0
0.032,0.45,1.27,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,130.0,94.0,90.0,0.0,0.0,60.0,10.0,30.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-60.0,10.0,,,,,,,,4140.0
0.032,0.45,1.27,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,130.0,94.0,90.0,0.0,0.0,60.0,10.0,30.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-40.0,21.0,,,,,,,,4140.0
0.032,0.45,1.27,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,130.0,94.0,90.0,0.0,0.0,60.0,10.0,30.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-20.0,38.0,,,,,,,,4140.0
0.032,0.45,1.27,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,130.0,94.0,90.0,0.0,0.0,60.0,10.0,30.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,0.0,152.0,,,,,,,,4140.0
0.032,0.45,1.27,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,130.0,94.0,90.0,0.0,0.0,60.0,10.0,30.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,20.0,195.0,,,,,,,,4140.0
0.031,0.42,1.71,0.004,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,110.0,109.0,80.0,0.0,0.0,60.0,10.0,30.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,488.0,,,,,,,,,,,,,4140.0
0.031,0.42,1.71,0.004,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,110.0,109.0,80.0,0.0,0.0,60.0,10.0,30.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-60.0,29.0,,,,,,,,4140.0
0.031,0.42,1.71,0.004,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,110.0,109.0,80.0,0.0,0.0,60.0,10.0,30.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-40.0,71.0,,,,,,,,4140.0
0.031,0.42,1.71,0.004,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,110.0,109.0,80.0,0.0,0.0,60.0,10.0,30.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-20.0,143.0,,,,,,,,4140.0
0.031,0.42,1.71,0.004,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,110.0,109.0,80.0,0.0,0.0,60.0,10.0,30.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,0.0,186.0,,,,,,,,4140.0
0.031,0.42,1.71,0.004,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,110.0,109.0,80.0,0.0,0.0,60.0,10.0,30.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,20.0,195.0,,,,,,,,4140.0
0.032,0.45,2.05,0.002,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,120.0,119.0,90.0,0.0,0.0,60.0,10.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,506.0,,,,,,,,,,,,,4140.0
0.032,0.45,2.05,0.002,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,120.0,119.0,90.0,0.0,0.0,60.0,10.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-60.0,57.0,,,,,,,,4140.0
0.032,0.45,2.05,0.002,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,120.0,119.0,90.0,0.0,0.0,60.0,10.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-40.0,88.0,,,,,,,,4140.0
0.032,0.45,2.05,0.002,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,120.0,119.0,90.0,0.0,0.0,60.0,10.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-20.0,143.0,,,,,,,,4140.0
0.032,0.45,2.05,0.002,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,120.0,119.0,90.0,0.0,0.0,60.0,10.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,0.0,167.0,,,,,,,,4140.0
0.032,0.45,2.05,0.002,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,120.0,119.0,90.0,0.0,0.0,60.0,10.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,20.0,183.0,,,,,,,,4140.0
0.059,0.34,0.77,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,110.0,66.0,70.0,0.0,0.0,30.0,10.0,10.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,400.0,,,,,,,,,,,,,4140.0
0.059,0.34,0.77,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,110.0,66.0,70.0,0.0,0.0,30.0,10.0,10.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-60.0,43.0,,,,,,,,4140.0
0.059,0.34,0.77,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,110.0,66.0,70.0,0.0,0.0,30.0,10.0,10.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-40.0,98.0,,,,,,,,4140.0
0.059,0.34,0.77,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,110.0,66.0,70.0,0.0,0.0,30.0,10.0,10.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-20.0,157.0,,,,,,,,4140.0
0.059,0.34,0.77,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,110.0,66.0,70.0,0.0,0.0,30.0,10.0,10.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,0.0,190.0,,,,,,,,4140.0
0.059,0.34,0.77,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,110.0,66.0,70.0,0.0,0.0,30.0,10.0,10.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,20.0,200.0,,,,,,,,4140.0
0.059,0.33,1.09,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,100.0,64.0,70.0,0.0,0.0,50.0,10.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,430.0,,,,,,,,,,,,,4140.0
0.059,0.33,1.09,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,100.0,64.0,70.0,0.0,0.0,50.0,10.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-60.0,12.0,,,,,,,,4140.0
0.059,0.33,1.09,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,100.0,64.0,70.0,0.0,0.0,50.0,10.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-40.0,86.0,,,,,,,,4140.0
0.059,0.33,1.09,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,100.0,64.0,70.0,0.0,0.0,50.0,10.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-20.0,124.0,,,,,,,,4140.0
0.059,0.33,1.09,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,100.0,64.0,70.0,0.0,0.0,50.0,10.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,0.0,176.0,,,,,,,,4140.0
0.059,0.33,1.09,0.008,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,100.0,64.0,70.0,0.0,0.0,50.0,10.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,20.0,181.0,,,,,,,,4140.0
0.059,0.3,1.44,0.006,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,90.0,65.0,70.0,0.0,0.0,40.0,10.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,473.0,,,,,,,,,,,,,4140.0
0.059,0.3,1.44,0.006,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,90.0,65.0,70.0,0.0,0.0,40.0,10.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-60.0,20.0,,,,,,,,4140.0
0.059,0.3,1.44,0.006,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,90.0,65.0,70.0,0.0,0.0,40.0,10.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-40.0,129.0,,,,,,,,4140.0
0.059,0.3,1.44,0.006,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,90.0,65.0,70.0,0.0,0.0,40.0,10.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-20.0,143.0,,,,,,,,4140.0
0.059,0.3,1.44,0.006,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,90.0,65.0,70.0,0.0,0.0,40.0,10.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,0.0,171.0,,,,,,,,4140.0
0.059,0.3,1.44,0.006,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,90.0,65.0,70.0,0.0,0.0,40.0,10.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,20.0,179.0,,,,,,,,4140.0
0.065,0.33,1.83,0.003,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,90.0,76.0,70.0,0.0,0.0,40.0,10.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,496.0,,,,,,,,,,,,,4140.0
0.065,0.33,1.83,0.003,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,90.0,76.0,70.0,0.0,0.0,40.0,10.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-60.0,88.0,,,,,,,,4140.0
0.065,0.33,1.83,0.003,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,90.0,76.0,70.0,0.0,0.0,40.0,10.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-40.0,121.0,,,,,,,,4140.0
0.065,0.33,1.83,0.003,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,90.0,76.0,70.0,0.0,0.0,40.0,10.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-20.0,150.0,,,,,,,,4140.0
0.065,0.33,1.83,0.003,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,90.0,76.0,70.0,0.0,0.0,40.0,10.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,0.0,152.0,,,,,,,,4140.0
0.065,0.33,1.83,0.003,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,90.0,76.0,70.0,0.0,0.0,40.0,10.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,20.0,174.0,,,,,,,,4140.0
0.09,0.41,0.78,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,140.0,36.0,30.0,0.0,0.0,50.0,40.0,40.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,430.0,,,,,,,,,,,,,4140.0
0.09,0.41,0.78,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,140.0,36.0,30.0,0.0,0.0,50.0,40.0,40.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-60.0,39.0,,,,,,,,4140.0
0.09,0.41,0.78,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,140.0,36.0,30.0,0.0,0.0,50.0,40.0,40.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-40.0,95.0,,,,,,,,4140.0
0.09,0.41,0.78,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,140.0,36.0,30.0,0.0,0.0,50.0,40.0,40.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-20.0,160.0,,,,,,,,4140.0
0.09,0.41,0.78,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,140.0,36.0,30.0,0.0,0.0,50.0,40.0,40.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,0.0,148.0,,,,,,,,4140.0
0.09,0.41,0.78,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,140.0,36.0,30.0,0.0,0.0,50.0,40.0,40.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,20.0,198.0,,,,,,,,4140.0
0.089,0.35,1.18,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,120.0,73.0,80.0,0.0,0.0,50.0,30.0,30.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,450.0,,,,,,,,,,,,,4140.0
0.089,0.35,1.18,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,120.0,73.0,80.0,0.0,0.0,50.0,30.0,30.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-60.0,60.0,,,,,,,,4140.0
0.089,0.35,1.18,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,120.0,73.0,80.0,0.0,0.0,50.0,30.0,30.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-40.0,117.0,,,,,,,,4140.0
0.089,0.35,1.18,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,120.0,73.0,80.0,0.0,0.0,50.0,30.0,30.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-20.0,162.0,,,,,,,,4140.0
0.089,0.35,1.18,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,120.0,73.0,80.0,0.0,0.0,50.0,30.0,30.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,0.0,186.0,,,,,,,,4140.0
0.089,0.35,1.18,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,120.0,73.0,80.0,0.0,0.0,50.0,30.0,30.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,20.0,188.0,,,,,,,,4140.0
0.088,0.37,1.59,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,120.0,77.0,30.0,0.0,0.0,50.0,50.0,40.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,478.0,,,,,,,,,,,,,4140.0
0.088,0.37,1.59,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,120.0,77.0,30.0,0.0,0.0,50.0,50.0,40.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-60.0,81.0,,,,,,,,4140.0
0.088,0.37,1.59,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,120.0,77.0,30.0,0.0,0.0,50.0,50.0,40.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-40.0,110.0,,,,,,,,4140.0
0.088,0.37,1.59,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,120.0,77.0,30.0,0.0,0.0,50.0,50.0,40.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-20.0,157.0,,,,,,,,4140.0
0.088,0.37,1.59,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,120.0,77.0,30.0,0.0,0.0,50.0,50.0,40.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,0.0,160.0,,,,,,,,4140.0
0.088,0.37,1.59,0.011,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,120.0,77.0,30.0,0.0,0.0,50.0,50.0,40.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,20.0,174.0,,,,,,,,4140.0
0.098,0.39,2.25,0.008,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,130.0,88.0,30.0,0.0,0.0,60.0,50.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,541.0,,,,,,,,,,,,,4140.0
0.098,0.39,2.25,0.008,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,130.0,88.0,30.0,0.0,0.0,60.0,50.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-60.0,53.0,,,,,,,,4140.0
0.098,0.39,2.25,0.008,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,130.0,88.0,30.0,0.0,0.0,60.0,50.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-40.0,95.0,,,,,,,,4140.0
0.098,0.39,2.25,0.008,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,130.0,88.0,30.0,0.0,0.0,60.0,50.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-20.0,126.0,,,,,,,,4140.0
0.098,0.39,2.25,0.008,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,130.0,88.0,30.0,0.0,0.0,60.0,50.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,0.0,148.0,,,,,,,,4140.0
0.098,0.39,2.25,0.008,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,130.0,88.0,30.0,0.0,0.0,60.0,50.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,20.0,188.0,,,,,,,,4140.0
0.12,0.43,0.86,0.011,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,150.0,54.0,50.0,0.0,0.0,50.0,30.0,30.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,445.0,,,,,,,,,,,,,4140.0
0.12,0.43,0.86,0.011,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,150.0,54.0,50.0,0.0,0.0,50.0,30.0,30.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-60.0,86.0,,,,,,,,4140.0
0.12,0.43,0.86,0.011,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,150.0,54.0,50.0,0.0,0.0,50.0,30.0,30.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-40.0,114.0,,,,,,,,4140.0
0.12,0.43,0.86,0.011,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,150.0,54.0,50.0,0.0,0.0,50.0,30.0,30.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-20.0,140.0,,,,,,,,4140.0
0.12,0.43,0.86,0.011,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,150.0,54.0,50.0,0.0,0.0,50.0,30.0,30.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,0.0,183.0,,,,,,,,4140.0
0.12,0.43,0.86,0.011,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,150.0,54.0,50.0,0.0,0.0,50.0,30.0,30.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,20.0,190.0,,,,,,,,4140.0
0.12,0.44,1.35,0.01,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,150.0,55.0,30.0,0.0,0.0,60.0,50.0,60.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,516.0,,,,,,,,,,,,,4140.0
0.12,0.44,1.35,0.01,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,150.0,55.0,30.0,0.0,0.0,60.0,50.0,60.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-60.0,100.0,,,,,,,,4140.0
0.12,0.44,1.35,0.01,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,150.0,55.0,30.0,0.0,0.0,60.0,50.0,60.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-40.0,138.0,,,,,,,,4140.0
0.12,0.44,1.35,0.01,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,150.0,55.0,30.0,0.0,0.0,60.0,50.0,60.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-20.0,145.0,,,,,,,,4140.0
0.12,0.44,1.35,0.01,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,150.0,55.0,30.0,0.0,0.0,60.0,50.0,60.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,0.0,162.0,,,,,,,,4140.0
0.12,0.44,1.35,0.01,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,150.0,55.0,30.0,0.0,0.0,60.0,50.0,60.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,20.0,176.0,,,,,,,,4140.0
0.13,0.37,1.83,0.01,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,130.0,63.0,30.0,0.0,0.0,60.0,50.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,526.0,,,,,,,,,,,,,4140.0
0.13,0.37,1.83,0.01,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,130.0,63.0,30.0,0.0,0.0,60.0,50.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-60.0,89.0,,,,,,,,4140.0
0.13,0.37,1.83,0.01,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,130.0,63.0,30.0,0.0,0.0,60.0,50.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-40.0,114.0,,,,,,,,4140.0
0.13,0.37,1.83,0.01,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,130.0,63.0,30.0,0.0,0.0,60.0,50.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-20.0,136.0,,,,,,,,4140.0
0.13,0.37,1.83,0.01,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,130.0,63.0,30.0,0.0,0.0,60.0,50.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,0.0,167.0,,,,,,,,4140.0
0.13,0.37,1.83,0.01,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,130.0,63.0,30.0,0.0,0.0,60.0,50.0,50.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,20.0,174.0,,,,,,,,4140.0
0.11,0.36,2.18,0.008,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,120.0,74.0,30.0,0.0,0.0,60.0,70.0,80.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,617.0,,,,,,,,,,,,,4140.0
0.11,0.36,2.18,0.008,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,120.0,74.0,30.0,0.0,0.0,60.0,70.0,80.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-60.0,52.0,,,,,,,,4140.0
0.11,0.36,2.18,0.008,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,120.0,74.0,30.0,0.0,0.0,60.0,70.0,80.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-40.0,64.0,,,,,,,,4140.0
0.11,0.36,2.18,0.008,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,120.0,74.0,30.0,0.0,0.0,60.0,70.0,80.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,-20.0,107.0,,,,,,,,4140.0
0.11,0.36,2.18,0.008,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,120.0,74.0,30.0,0.0,0.0,60.0,70.0,80.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,0.0,129.0,,,,,,,,4140.0
0.11,0.36,2.18,0.008,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,120.0,74.0,30.0,0.0,0.0,60.0,70.0,80.0,180.0,23.0,DC,+,1.0,250,MMA,0.0,0.0,,,,,20.0,162.0,,,,,,,,4140.0
0.057,0.62,1.22,0.01,0.012,0.05,0.09,0.0,0.011,0.0,0.0,0.0,1100.0,180.0,43.0,70.0,1.0,30.0,0.0,0.0,0.0,280.0,30.0,DC,+,2.8,200,FCA,200.0,14.0,,538.0,,,,,,,,,,,,8400.0
0.053,0.68,1.3,0.01,0.01,0.04,0.06,0.0,0.009,0.0,0.0,0.0,1300.0,170.0,39.0,70.0,1.0,30.0,0.0,0.0,0.0,280.0,30.0,DC,+,2.8,200,FCA,200.0,14.0,,552.0,,,,,,,,,,,,8400.0
0.058,0.59,1.12,0.013,0.015,0.03,0.12,0.0,0.015,0.0,0.0,0.0,640.0,80.0,73.0,110.0,1.0,20.0,0.0,0.0,0.0,280.0,30.0,DC,+,2.8,200,FCA,200.0,14.0,,552.0,,,,,,,,,,,,8400.0
